appointment_id,appointment_date,start_time,end_time,customer_id,employee_id,service_id,booking_channel,status,is_completed,is_cancelled,is_no_show,duration_min,price,discount,net_revenue,date_id
A004300,2025-10-16,10:45:00,12:15:00,C0278,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-10-16
A004301,2025-10-16,15:30:00,16:15:00,C0291,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-16
A004302,2025-10-16,16:45:00,18:15:00,C0377,E004,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-10-16
A004303,2025-10-16,14:15:00,15:30:00,C0425,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-16
A004304,2025-10-16,10:15:00,11:30:00,C0018,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-16
A004305,2025-10-16,14:00:00,15:15:00,C0380,E004,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-16
A004306,2025-10-16,12:00:00,12:45:00,C0111,E004,S001,Walk-in,completed,True,False,False,45,40,0.0,40.0,2025-10-16
A004307,2025-10-16,13:00:00,14:15:00,C0011,E003,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-10-16
A004308,2025-10-17,16:30:00,17:15:00,C0118,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-10-17
A004309,2025-10-17,13:15:00,14:45:00,C0268,E004,S003,Website,completed,True,False,False,90,80,0.0,80.0,2025-10-17
A004310,2025-10-17,10:15:00,11:15:00,C0126,E002,S001,Treatwell,cancelled,False,True,False,60,55,0.0,0.0,2025-10-17
A004311,2025-10-17,17:00:00,18:15:00,C0064,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-17
A004312,2025-10-17,10:45:00,12:00:00,C0258,E004,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-17
A004313,2025-10-17,13:30:00,14:15:00,C0372,E002,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-10-17
A004314,2025-10-17,12:00:00,13:30:00,C0254,E002,S007,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-10-17
A004315,2025-10-17,12:45:00,14:00:00,C0043,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-17
A004316,2025-10-17,10:00:00,10:45:00,C0018,E004,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-10-17
A004317,2025-10-17,15:30:00,16:45:00,C0213,E003,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-17
A004318,2025-10-17,14:30:00,16:30:00,C0296,E002,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-10-17
A004319,2025-10-17,18:15:00,19:00:00,C0221,E003,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-17
A004320,2025-10-17,15:15:00,16:30:00,C0099,E004,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-10-17
A004321,2025-10-17,12:00:00,13:15:00,C0391,E004,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-17
A004322,2025-10-17,10:00:00,11:30:00,C0006,E003,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-10-17
A004323,2025-10-17,14:00:00,15:30:00,C0012,E003,S007,Instagram DM,cancelled,False,True,False,90,90,0.0,0.0,2025-10-17
A004324,2025-10-17,17:15:00,18:30:00,C0105,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-17
A004325,2025-10-18,15:45:00,17:15:00,C0151,E004,S007,Phone/WhatsApp,no_show,False,False,True,90,90,0.0,45.0,2025-10-18
A004326,2025-10-18,12:45:00,14:00:00,C0135,E002,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-10-18
A004327,2025-10-18,11:00:00,12:30:00,C0322,E003,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-10-18
A004328,2025-10-18,11:00:00,11:45:00,C0015,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-18
A004329,2025-10-18,17:00:00,18:15:00,C0417,E002,S003,Walk-in,cancelled,False,True,False,75,70,0.0,0.0,2025-10-18
A004330,2025-10-18,13:00:00,15:00:00,C0366,E003,S004,Walk-in,completed,True,False,False,120,100,0.0,100.0,2025-10-18
A004331,2025-10-18,14:30:00,15:45:00,C0126,E002,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-18
A004332,2025-10-18,16:30:00,17:45:00,C0045,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-18
A004333,2025-10-18,18:00:00,18:45:00,C0085,E004,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-18
A004334,2025-10-18,17:45:00,19:00:00,C0428,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-18
A004335,2025-10-18,15:00:00,16:30:00,C0364,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-10-18
A004336,2025-10-18,10:00:00,11:00:00,C0221,E003,S002,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-18
A004337,2025-10-18,15:45:00,17:00:00,C0306,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-18
A004338,2025-10-18,12:45:00,13:30:00,C0048,E004,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-18
A004339,2025-10-20,14:00:00,15:00:00,C0304,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-20
A004340,2025-10-20,10:45:00,12:15:00,C0308,E004,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-10-20
A004341,2025-10-20,12:45:00,14:00:00,C0290,E002,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-20
A004342,2025-10-20,15:15:00,16:30:00,C0163,E001,S003,Phone/WhatsApp,cancelled,False,True,False,75,70,0.0,0.0,2025-10-20
A004343,2025-10-20,10:15:00,11:45:00,C0417,E001,S003,Treatwell,completed,True,False,False,90,85,0.0,85.0,2025-10-20
A004344,2025-10-20,15:00:00,15:45:00,C0365,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-20
A004345,2025-10-20,16:30:00,17:15:00,C0399,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-20
A004346,2025-10-20,11:15:00,12:30:00,C0199,E002,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-20
A004347,2025-10-20,14:00:00,15:15:00,C0251,E004,S006,Website,completed,True,False,False,75,80,0.0,80.0,2025-10-20
A004348,2025-10-20,17:30:00,18:30:00,C0120,E001,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-20
A004349,2025-10-20,17:45:00,18:30:00,C0284,E002,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-10-20
A004350,2025-10-20,10:00:00,11:15:00,C0171,E002,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-20
A004351,2025-10-20,12:45:00,13:30:00,C0389,E004,S008,Treatwell,completed,True,False,False,45,50,0.0,50.0,2025-10-20
A004352,2025-10-20,12:45:00,14:00:00,C0433,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-20
A004353,2025-10-20,14:15:00,15:15:00,C0052,E001,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-20
A004354,2025-10-20,16:30:00,17:15:00,C0188,E001,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-10-20
A004355,2025-10-20,11:45:00,12:45:00,C0138,E001,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-20
A004356,2025-10-20,17:30:00,18:45:00,C0267,E004,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-20
A004357,2025-10-20,16:45:00,17:30:00,C0353,E004,S008,Website,completed,True,False,False,45,50,0.0,50.0,2025-10-20
A004358,2025-10-21,11:30:00,12:45:00,C0273,E003,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-21
A004359,2025-10-21,11:00:00,13:00:00,C0272,E002,S004,Instagram DM,cancelled,False,True,False,120,100,0.0,0.0,2025-10-21
A004360,2025-10-21,15:15:00,16:15:00,C0220,E002,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-10-21
A004361,2025-10-21,16:30:00,18:00:00,C0446,E002,S007,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-10-21
A004362,2025-10-21,16:00:00,16:45:00,C0206,E001,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-21
A004363,2025-10-21,13:30:00,14:30:00,C0234,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-21
A004364,2025-10-21,14:15:00,15:30:00,C0417,E001,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-10-21
A004365,2025-10-21,10:00:00,11:15:00,C0411,E003,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-21
A004366,2025-10-21,10:00:00,11:15:00,C0389,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-21
A004367,2025-10-21,12:00:00,14:00:00,C0309,E001,S004,Treatwell,completed,True,False,False,120,100,0.0,100.0,2025-10-21
A004368,2025-10-21,10:00:00,11:00:00,C0320,E002,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-10-21
A004369,2025-10-21,18:15:00,19:00:00,C0337,E001,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-10-21
A004370,2025-10-21,14:00:00,15:00:00,C0249,E004,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-21
A004371,2025-10-21,16:45:00,18:15:00,C0350,E001,S003,Treatwell,completed,True,False,False,90,85,0.0,85.0,2025-10-21
A004372,2025-10-21,18:00:00,19:00:00,C0012,E002,S002,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-21
A004373,2025-10-21,15:30:00,16:30:00,C0085,E004,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-21
A004374,2025-10-21,17:15:00,18:00:00,C0324,E004,S008,Treatwell,completed,True,False,False,45,50,0.0,50.0,2025-10-21
A004375,2025-10-21,16:30:00,17:15:00,C0146,E004,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-10-21
A004376,2025-10-21,13:30:00,14:15:00,C0435,E003,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-21
A004377,2025-10-22,13:30:00,14:30:00,C0368,E002,S001,Walk-in,completed,True,False,False,60,55,0.0,55.0,2025-10-22
A004378,2025-10-22,16:30:00,17:45:00,C0399,E001,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-10-22
A004379,2025-10-22,11:45:00,12:45:00,C0317,E002,S005,Treatwell,no_show,False,False,True,60,60,0.0,30.0,2025-10-22
A004380,2025-10-22,14:15:00,16:15:00,C0405,E003,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-10-22
A004381,2025-10-22,10:00:00,10:45:00,C0090,E003,S001,Walk-in,completed,True,False,False,45,40,0.0,40.0,2025-10-22
A004382,2025-10-22,13:00:00,14:15:00,C0138,E004,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-22
A004383,2025-10-22,16:15:00,17:45:00,C0156,E002,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-10-22
A004384,2025-10-22,14:30:00,15:45:00,C0325,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-22
A004385,2025-10-22,17:00:00,18:00:00,C0263,E003,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-10-22
A004386,2025-10-22,10:15:00,12:15:00,C0454,E001,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-10-22
A004387,2025-10-22,12:30:00,13:45:00,C0447,E003,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-22
A004388,2025-10-22,10:15:00,11:30:00,C0211,E002,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-22
A004389,2025-10-22,12:15:00,13:15:00,C0167,E001,S001,Instagram DM,completed,True,False,False,60,45,0.0,45.0,2025-10-22
A004390,2025-10-22,10:45:00,12:15:00,C0164,E003,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-10-22
A004391,2025-10-22,12:45:00,13:30:00,C0225,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-22
A004392,2025-10-22,14:30:00,16:00:00,C0010,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-10-22
A004393,2025-10-22,18:00:00,18:45:00,C0261,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-22
A004394,2025-10-22,11:00:00,12:00:00,C0270,E004,S001,Walk-in,completed,True,False,False,60,45,0.0,45.0,2025-10-22
A004395,2025-10-22,16:30:00,18:30:00,C0237,E004,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-10-22
A004396,2025-10-22,17:45:00,19:00:00,C0387,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-22
A004397,2025-10-22,12:00:00,13:00:00,C0413,E004,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-10-22
A004398,2025-10-23,15:00:00,17:15:00,C0317,E004,S004,Instagram DM,completed,True,False,False,135,115,0.0,115.0,2025-10-23
A004399,2025-10-23,12:00:00,13:30:00,C0126,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-10-23
A004400,2025-10-23,10:00:00,11:30:00,C0216,E003,S003,Phone/WhatsApp,completed,True,False,False,90,80,0.0,80.0,2025-10-23
A004401,2025-10-23,14:00:00,15:00:00,C0163,E002,S002,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-10-23
A004402,2025-10-23,15:30:00,16:45:00,C0436,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-23
A004403,2025-10-23,13:30:00,14:45:00,C0151,E003,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-23
A004404,2025-10-23,16:00:00,17:15:00,C0043,E002,S003,Treatwell,cancelled,False,True,False,75,70,0.0,0.0,2025-10-23
A004405,2025-10-23,12:45:00,14:15:00,C0162,E001,S003,Treatwell,completed,True,False,False,90,85,0.0,85.0,2025-10-23
A004406,2025-10-23,17:45:00,18:45:00,C0307,E003,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-23
A004407,2025-10-23,11:45:00,13:15:00,C0098,E002,S003,Phone/WhatsApp,completed,True,False,False,90,85,0.0,85.0,2025-10-23
A004408,2025-10-23,15:00:00,16:15:00,C0416,E001,S006,Instagram DM,completed,True,False,False,75,80,0.0,80.0,2025-10-23
A004409,2025-10-23,17:30:00,18:30:00,C0114,E002,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-10-23
A004410,2025-10-23,17:15:00,18:45:00,C0311,E001,S003,Website,completed,True,False,False,90,85,0.0,85.0,2025-10-23
A004411,2025-10-23,11:00:00,12:15:00,C0040,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-23
A004412,2025-10-23,10:00:00,11:15:00,C0056,E002,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-10-23
A004413,2025-10-23,11:15:00,12:30:00,C0256,E004,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-10-23
A004414,2025-10-23,17:30:00,18:45:00,C0182,E004,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-23
A004415,2025-10-23,10:15:00,11:15:00,C0289,E004,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-10-23
A004416,2025-10-23,12:30:00,13:45:00,C0354,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-23
A004417,2025-10-23,16:45:00,17:45:00,C0347,E003,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-23
A004418,2025-10-23,13:15:00,14:00:00,C0415,E002,S008,Walk-in,completed,True,False,False,45,50,0.0,50.0,2025-10-23
A004419,2025-10-24,13:00:00,14:30:00,C0088,E004,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-10-24
A004420,2025-10-24,13:45:00,15:15:00,C0302,E002,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-10-24
A004421,2025-10-24,13:15:00,15:15:00,C0349,E001,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-10-24
A004422,2025-10-24,17:15:00,18:45:00,C0116,E002,S007,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-10-24
A004423,2025-10-24,11:00:00,12:30:00,C0361,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-10-24
A004424,2025-10-24,15:00:00,16:15:00,C0229,E003,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-24
A004425,2025-10-24,16:00:00,17:15:00,C0233,E002,S003,Walk-in,no_show,False,False,True,75,70,0.0,35.0,2025-10-24
A004426,2025-10-24,12:30:00,13:45:00,C0412,E002,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-24
A004427,2025-10-24,16:15:00,17:45:00,C0149,E001,S003,Treatwell,completed,True,False,False,90,80,0.0,80.0,2025-10-24
A004428,2025-10-24,15:30:00,16:45:00,C0304,E004,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-10-24
A004429,2025-10-24,11:00:00,12:15:00,C0230,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-24
A004430,2025-10-24,17:45:00,19:00:00,C0232,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-24
A004431,2025-10-24,17:45:00,19:00:00,C0092,E004,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-24
A004432,2025-10-24,11:00:00,12:15:00,C0425,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-24
A004433,2025-10-24,12:45:00,13:45:00,C0236,E003,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-10-24
A004434,2025-10-24,16:15:00,17:45:00,C0275,E003,S003,Walk-in,completed,True,False,False,90,80,0.0,80.0,2025-10-24
A004435,2025-10-24,11:15:00,12:30:00,C0002,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-24
A004436,2025-10-24,10:00:00,11:00:00,C0144,E004,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-10-24
A004437,2025-10-25,14:00:00,15:15:00,C0370,E003,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-10-25
A004438,2025-10-25,16:00:00,17:30:00,C0089,E003,S007,Walk-in,cancelled,False,True,False,90,90,0.0,0.0,2025-10-25
A004439,2025-10-25,12:00:00,13:15:00,C0201,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-25
A004440,2025-10-25,11:00:00,12:30:00,C0089,E001,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-10-25
A004441,2025-10-25,17:00:00,18:15:00,C0427,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-25
A004442,2025-10-25,11:00:00,12:15:00,C0005,E003,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-10-25
A004443,2025-10-25,10:00:00,11:30:00,C0187,E004,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-10-25
A004444,2025-10-25,10:00:00,11:00:00,C0355,E003,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-25
A004445,2025-10-25,17:45:00,19:00:00,C0444,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-25
A004446,2025-10-25,15:45:00,16:45:00,C0364,E004,S001,Website,completed,True,False,False,60,55,0.0,55.0,2025-10-25
A004447,2025-10-25,12:30:00,13:45:00,C0161,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-25
A004448,2025-10-25,17:15:00,18:00:00,C0034,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-10-25
A004449,2025-10-25,14:15:00,15:30:00,C0413,E002,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-25
A004450,2025-10-25,12:15:00,13:30:00,C0233,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-25
A004451,2025-10-27,13:15:00,15:15:00,C0432,E003,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-10-27
A004452,2025-10-27,17:45:00,18:45:00,C0270,E001,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-10-27
A004453,2025-10-27,14:15:00,16:15:00,C0270,E001,S004,Treatwell,completed,True,False,False,120,100,0.0,100.0,2025-10-27
A004454,2025-10-27,15:30:00,16:45:00,C0079,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-27
A004455,2025-10-27,15:00:00,17:00:00,C0048,E002,S004,Treatwell,completed,True,False,False,120,100,0.0,100.0,2025-10-27
A004456,2025-10-27,16:45:00,18:15:00,C0212,E003,S007,Instagram DM,no_show,False,False,True,90,90,0.0,45.0,2025-10-27
A004457,2025-10-27,16:15:00,17:30:00,C0237,E001,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-27
A004458,2025-10-27,13:15:00,14:00:00,C0398,E001,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-10-27
A004459,2025-10-27,11:00:00,12:15:00,C0086,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-27
A004460,2025-10-27,10:00:00,11:30:00,C0053,E001,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-10-27
A004461,2025-10-27,12:30:00,13:30:00,C0418,E002,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-10-27
A004462,2025-10-27,11:30:00,12:30:00,C0198,E002,S005,Treatwell,cancelled,False,True,False,60,60,0.0,0.0,2025-10-27
A004463,2025-10-27,13:45:00,15:15:00,C0306,E004,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-10-27
A004464,2025-10-27,10:00:00,11:00:00,C0334,E003,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-10-27
A004465,2025-10-27,14:00:00,14:45:00,C0235,E002,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-10-27
A004466,2025-10-27,10:00:00,11:30:00,C0448,E002,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-10-27
A004467,2025-10-27,16:15:00,17:00:00,C0152,E004,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-10-27
A004468,2025-10-27,17:45:00,18:45:00,C0216,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-27
A004469,2025-10-28,16:00:00,17:15:00,C0119,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-28
A004470,2025-10-28,13:00:00,13:45:00,C0240,E003,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-10-28
A004471,2025-10-28,14:00:00,14:45:00,C0154,E001,S001,Phone/WhatsApp,cancelled,False,True,False,45,40,0.0,0.0,2025-10-28
A004472,2025-10-28,17:00:00,18:15:00,C0339,E003,S003,Website,cancelled,False,True,False,75,70,0.0,0.0,2025-10-28
A004473,2025-10-28,14:15:00,16:15:00,C0082,E002,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-10-28
A004474,2025-10-28,10:45:00,11:45:00,C0334,E001,S002,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-10-28
A004475,2025-10-28,12:00:00,14:00:00,C0035,E001,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-10-28
A004476,2025-10-28,18:15:00,19:00:00,C0093,E003,S001,Walk-in,completed,True,False,False,45,40,0.0,40.0,2025-10-28
A004477,2025-10-28,17:45:00,19:00:00,C0190,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-28
A004478,2025-10-28,15:45:00,17:00:00,C0222,E003,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-28
A004479,2025-10-28,10:15:00,11:30:00,C0420,E003,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-28
A004480,2025-10-28,15:15:00,16:00:00,C0296,E001,S001,Treatwell,cancelled,False,True,False,45,40,0.0,0.0,2025-10-28
A004481,2025-10-28,10:15:00,11:15:00,C0424,E002,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-10-28
A004482,2025-10-28,11:30:00,12:45:00,C0424,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-28
A004483,2025-10-28,12:30:00,13:30:00,C0166,E002,S005,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-10-28
A004484,2025-10-28,11:15:00,12:00:00,C0125,E004,S001,Treatwell,cancelled,False,True,False,45,40,0.0,0.0,2025-10-28
A004485,2025-10-28,16:15:00,17:30:00,C0425,E002,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-10-28
A004486,2025-10-28,17:30:00,19:00:00,C0447,E002,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-10-28
A004487,2025-10-28,13:45:00,14:45:00,C0197,E003,S005,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-10-28
A004488,2025-10-28,11:15:00,12:15:00,C0405,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-10-28
A004489,2025-10-29,11:00:00,12:15:00,C0021,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004490,2025-10-29,14:00:00,15:00:00,C0424,E004,S005,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-10-29
A004491,2025-10-29,16:00:00,17:30:00,C0232,E002,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-10-29
A004492,2025-10-29,17:30:00,19:00:00,C0076,E003,S003,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-10-29
A004493,2025-10-29,17:45:00,19:00:00,C0293,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004494,2025-10-29,15:30:00,16:15:00,C0449,E004,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-10-29
A004495,2025-10-29,14:15:00,15:30:00,C0203,E002,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004496,2025-10-29,13:30:00,14:45:00,C0292,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004497,2025-10-29,14:00:00,15:15:00,C0113,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004498,2025-10-29,17:30:00,18:30:00,C0327,E002,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-10-29
A004499,2025-10-29,15:00:00,16:15:00,C0409,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004500,2025-10-29,16:15:00,17:00:00,C0328,E003,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-10-29
A004501,2025-10-29,16:30:00,17:45:00,C0151,E001,S002,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004502,2025-10-29,11:30:00,12:45:00,C0061,E003,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004503,2025-10-29,12:45:00,14:00:00,C0251,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-29
A004504,2025-10-29,11:00:00,12:15:00,C0300,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-10-29
